ID_producto;Nombre_categoria_producto;Cantidad;Precio_Total;Peso_Producto;Calificación_Producto;Ventas;Mes;Año;Precio_Competidor_1;Calificación_Producto_Competidor_1
furniture4;furniture_decor;13;1298,7;2500;4,4;52;2;2018;69,9;4,1
furniture4;furniture_decor;12;1198,8;2500;4,4;83;3;2018;69,9;4,1
furniture4;furniture_decor;13;1298,7;2500;4,4;92;4;2018;69,9;4,1
furniture4;furniture_decor;13;1298,7;2500;4,4;95;5;2018;69,9;4,1
furniture4;furniture_decor;10;999,0;2500;4,4;18;6;2018;89,9;4,1
furniture4;furniture_decor;14;1099,5;2500;4,4;22;7;2018;89,9;4,1
furniture4;furniture_decor;9;754,5;2500;4,4;19;8;2018;103;4,1
watches5;watches_gifts;8;1839,2;342;4,1;48;8;2017;161;4,2
watches5;watches_gifts;10;2190,6;342;4,1;54;9;2017;149;4,2
watches5;watches_gifts;8;1729,2;342;4,1;43;10;2017;134,9;4,2
watches5;watches_gifts;12;2395,2;342;4,1;91;11;2017;133;4,2
watches5;watches_gifts;28;6287,2;342;4,1;73;12;2017;149;4,2
watches5;watches_gifts;10;2207,7;342;4,1;59;1;2018;220,77;4,1
watches5;watches_gifts;21;4319,4;342;4,1;90;2;2018;128;4,2
watches5;watches_gifts;16;3459,0;342;4,1;125;3;2018;117;4,2
watches5;watches_gifts;13;2657,0;342;4,1;178;4;2018;106;4,2
watches5;watches_gifts;17;3383,0;342;4,1;260;5;2018;104;4,2
health7;health_beauty;1;65,0;200;3,9;9;1;2017;64,99;3,9
health7;health_beauty;5;325,0;200;3,9;19;2;2017;19,99;4,3
health7;health_beauty;9;584,9;200;3,9;25;3;2017;19,99;4,3
health7;health_beauty;9;584,9;200;3,9;23;4;2017;19,99;4,3
health7;health_beauty;16;1039,8;200;3,9;41;5;2017;19,99;4,3
health7;health_beauty;21;1234,8;200;3,9;53;6;2017;19,99;4,3
health7;health_beauty;15;888,9;200;3,9;61;7;2017;19,99;4,3
health7;health_beauty;22;1297,8;200;3,9;82;8;2017;23;4,3
health7;health_beauty;25;1474,8;200;3,9;89;9;2017;23,99;4,3
health7;health_beauty;19;1120,8;200;3,9;81;10;2017;23,99;4,3
health7;health_beauty;24;1415,8;200;3,9;139;11;2017;23,99;4,3
health7;health_beauty;9;530,9;200;3,9;112;12;2017;23,99;4,3
health7;health_beauty;6;353,9;200;3,9;98;1;2018;23,99;4,3
health7;health_beauty;14;825,9;200;3,9;126;2;2018;23,99;4,3
health7;health_beauty;10;589,9;200;3,9;169;3;2018;23,99;4,3
health7;health_beauty;11;648,9;200;3,9;118;4;2018;58,99;3,9
health7;health_beauty;4;236,0;200;3,9;159;5;2018;23,99;4,3
health7;health_beauty;6;353,9;200;3,9;131;6;2018;23,99;4,3
health7;health_beauty;2;118,0;200;3,9;113;7;2018;23,99;4,3
health7;health_beauty;3;177,0;200;3,9;127;8;2018;23,99;4,3
bed3;bed_bath_table;8;792,0;1550;3,3;50;10;2017;89,9;3,9
bed3;bed_bath_table;22;2178,0;1550;3,3;97;11;2017;89,9;3,9
bed3;bed_bath_table;7;693,0;1550;3,3;41;12;2017;88;3,9
bed3;bed_bath_table;11;1082,0;1550;3,3;62;1;2018;86,9;3,9
bed3;bed_bath_table;13;1196,0;1550;3,3;62;2;2018;86,9;3,9
bed3;bed_bath_table;3;276,0;1550;3,3;43;3;2018;86,9;3,9
bed3;bed_bath_table;9;815,0;1550;3,3;34;4;2018;85;3,9
bed3;bed_bath_table;14;1235,4;1550;3,3;57;5;2018;84;3,9
bed3;bed_bath_table;14;1188,6;1550;3,3;43;6;2018;79,9;3,9
bed3;bed_bath_table;9;764,1;1550;3,3;26;7;2018;78;3,9
bed3;bed_bath_table;1;84,9;1550;3,3;15;8;2018;74;3,9
garden3;garden_tools;1;100,0;6050;4,1;3;2;2017;99,99;4,1
garden3;garden_tools;11;1099,9;6050;4,1;21;3;2017;99,99;4,1
garden3;garden_tools;8;759,9;6050;4,1;17;4;2017;97;4,1
garden3;garden_tools;2;220,0;6050;4,1;34;5;2017;59,9;4,1
garden3;garden_tools;2;240,0;6050;4,1;26;6;2017;59,9;4,1
garden3;garden_tools;2;240,0;6050;4,1;74;7;2017;59,9;4,1
garden3;garden_tools;4;417,0;6050;4,1;115;9;2017;59,9;4,1
garden3;garden_tools;12;1105,9;6050;4,1;146;10;2017;59,9;4,1
garden3;garden_tools;21;1889,8;6050;4,1;339;11;2017;52;4,1
garden3;garden_tools;14;1259,9;6050;4,1;184;12;2017;55,1;4,1
garden3;garden_tools;12;1480,0;6050;4,1;137;1;2018;49,9;4,1
garden3;garden_tools;14;1680,0;6050;4,1;160;2;2018;51;4,1
garden3;garden_tools;6;680,0;6050;4,1;116;3;2018;53,9;4,1
garden3;garden_tools;7;770,0;6050;4,1;111;4;2018;53,9;4,1
garden3;garden_tools;8;880,0;6050;4,1;102;5;2018;53;4,1
garden3;garden_tools;10;969,9;6050;4,1;58;6;2018;49,9;4,1
garden3;garden_tools;5;500,0;6050;4,1;54;7;2018;49,91;4,1
garden3;garden_tools;2;200,0;6050;4,1;46;8;2018;49,91;4,1
bed2;bed_bath_table;2;179,8;1383;3,9;2;2;2017;89,9;3,9
bed2;bed_bath_table;22;1977,8;1383;3,9;20;3;2017;89,9;3,9
bed2;bed_bath_table;34;3056,6;1383;3,9;31;4;2017;89,9;3,9
bed2;bed_bath_table;58;5214,2;1383;3,9;57;5;2017;89,9;3,9
bed2;bed_bath_table;51;4584,9;1383;3,9;61;6;2017;89,9;3,9
bed2;bed_bath_table;60;5394,0;1383;3,9;123;7;2017;89,9;3,9
bed2;bed_bath_table;37;3326,3;1383;3,9;90;8;2017;89,9;3,9
bed2;bed_bath_table;23;2067,7;1383;3,9;54;9;2017;89,9;3,9
bed2;bed_bath_table;14;1258,6;1383;3,9;50;10;2017;89,9;3,9
bed2;bed_bath_table;40;3596,0;1383;3,9;97;11;2017;89,9;3,9
bed2;bed_bath_table;18;1594,2;1383;3,9;41;12;2017;88;3,9
bed2;bed_bath_table;17;1477,3;1383;3,9;62;1;2018;86,9;3,9
bed2;bed_bath_table;22;1911,8;1383;3,9;62;2;2018;86,9;3,9
bed2;bed_bath_table;17;1477,3;1383;3,9;43;3;2018;86,9;3,9
bed2;bed_bath_table;6;510,3;1383;3,9;34;4;2018;85;3,9
bed2;bed_bath_table;26;2174,9;1383;3,9;57;5;2018;84;3,9
bed2;bed_bath_table;23;1837,7;1383;3,9;43;6;2018;79,9;3,9
bed2;bed_bath_table;10;781,3;1383;3,9;26;7;2018;78;3,9
bed2;bed_bath_table;7;518,0;1383;3,9;15;8;2018;74;3,9
furniture3;furniture_decor;1;38,4;950;3,8;14;8;2017;75;4,1
furniture3;furniture_decor;6;230,4;950;3,8;7;9;2017;38,4;3,8
furniture3;furniture_decor;8;307,2;950;3,8;17;10;2017;75;4,1
furniture3;furniture_decor;34;1170,4;950;3,8;64;11;2017;75;4,1
furniture3;furniture_decor;4;153,6;950;3,8;40;12;2017;75;4,1
furniture3;furniture_decor;15;576,0;950;3,8;125;1;2018;70;4,1
furniture3;furniture_decor;4;153,6;950;3,8;52;2;2018;69,9;4,1
furniture3;furniture_decor;14;493,4;950;3,8;83;3;2018;69,9;4,1
furniture3;furniture_decor;4;140,0;950;3,8;92;4;2018;69,9;4,1
furniture3;furniture_decor;4;140,0;950;3,8;95;5;2018;69,9;4,1
furniture3;furniture_decor;2;70,0;950;3,8;18;6;2018;89,9;4,1
furniture3;furniture_decor;1;35,0;950;3,8;19;8;2018;103;4,1
watches4;watches_gifts;13;140,4;1000;4,2;91;11;2017;133;4,2
watches4;watches_gifts;13;140,4;1000;4,2;73;12;2017;149;4,2
watches4;watches_gifts;44;475,2;1000;4,2;59;1;2018;108;4,2
watches4;watches_gifts;33;356,4;1000;4,2;90;2;2018;128;4,2
watches4;watches_gifts;21;221,4;1000;4,2;125;3;2018;117;4,2
watches4;watches_gifts;21;220,5;1000;4,2;178;4;2018;106;4,2
watches4;watches_gifts;37;388,5;1000;4,2;260;5;2018;104;4,2
watches4;watches_gifts;28;294,0;1000;4,2;93;6;2018;119;4,2
watches4;watches_gifts;8;840,0;1000;4,2;122;7;2018;118;4,2
watches4;watches_gifts;7;735,0;1000;4,2;61;8;2018;112;4,2
watches3;watches_gifts;1;78,0;250;3,9;6;3;2017;78;3,9
watches3;watches_gifts;3;234,0;250;3,9;17;6;2017;163;4,2
watches3;watches_gifts;1;78,0;250;3,9;29;7;2017;162;4,2
watches3;watches_gifts;5;390,0;250;3,9;48;8;2017;161;4,2
watches3;watches_gifts;3;234,0;250;3,9;43;10;2017;134,9;4,2
watches3;watches_gifts;2;156,0;250;3,9;91;11;2017;133;4,2
watches3;watches_gifts;6;468,0;250;3,9;73;12;2017;149;4,2
watches3;watches_gifts;9;702,0;250;3,9;59;1;2018;78;3,9
watches3;watches_gifts;1;78,0;250;3,9;90;2;2018;128;4,2
watches3;watches_gifts;1;78,0;250;3,9;125;3;2018;117;4,2
watches3;watches_gifts;16;124,8;250;3,9;178;4;2018;106;4,2
watches3;watches_gifts;5;390,0;250;3,9;260;5;2018;104;4,2
watches3;watches_gifts;39;304,2;250;3,9;93;6;2018;119;4,2
watches3;watches_gifts;40;312,0;250;3,9;122;7;2018;118;4,2
watches3;watches_gifts;28;217,9;250;3,9;61;8;2018;112;4,2
furniture2;furniture_decor;5;375,0;2600;4,1;5;7;2017;75;4,1
furniture2;furniture_decor;13;975,0;2600;4,1;14;8;2017;75;4,1
furniture2;furniture_decor;5;375,0;2600;4,1;17;10;2017;75;4,1
furniture2;furniture_decor;44;330,0;2600;4,1;64;11;2017;75;4,1
furniture2;furniture_decor;47;352,5;2600;4,1;40;12;2017;75;4,1
furniture2;furniture_decor;122;853,8;2600;4,1;125;1;2018;70;4,1
furniture2;furniture_decor;44;307,6;2600;4,1;52;2;2018;69,9;4,1
furniture2;furniture_decor;65;454,4;2600;4,1;83;3;2018;69,9;4,1
furniture2;furniture_decor;83;580,2;2600;4,1;92;4;2018;69,9;4,1
furniture2;furniture_decor;92;643,1;2600;4,1;95;5;2018;69,9;4,1
furniture2;furniture_decor;2;179,8;2600;4,1;18;6;2018;89,9;4,1
furniture2;furniture_decor;2;179,8;2600;4,1;22;7;2018;89,9;4,1
furniture2;furniture_decor;3;309,7;2600;4,1;19;8;2018;103;4,1
garden2;garden_tools;5;299,5;1850;4,3;17;4;2017;59,9;4,3
garden2;garden_tools;2;119,8;1850;4,3;34;5;2017;59,9;4,1
garden2;garden_tools;5;299,5;1850;4,3;26;6;2017;59,9;4,1
garden2;garden_tools;15;898,5;1850;4,3;74;7;2017;59,9;4,1
garden2;garden_tools;19;1138,1;1850;4,3;113;8;2017;59,9;4,1
garden2;garden_tools;34;2036,6;1850;4,3;115;9;2017;59,9;4,1
garden2;garden_tools;13;778,7;1850;4,3;146;10;2017;59,9;4,1
garden2;garden_tools;9;495,5;1850;4,3;339;11;2017;52;4,1
garden2;garden_tools;1;49,9;1850;4,3;184;12;2017;55,1;4,1
garden2;garden_tools;1;49,9;1850;4,3;137;1;2018;49,9;4,1
garden2;garden_tools;4;203,6;1850;4,3;160;2;2018;51;4,1
garden2;garden_tools;2;107,8;1850;4,3;116;3;2018;53,9;4,1
garden2;garden_tools;2;107,8;1850;4,3;111;4;2018;53,9;4,1
garden2;garden_tools;4;199,6;1850;4,3;102;5;2018;53;4,1
garden2;garden_tools;5;249,5;1850;4,3;58;6;2018;49,9;4,1
garden2;garden_tools;3;149,7;1850;4,3;54;7;2018;49,91;4,1
garden2;garden_tools;3;149,7;1850;4,3;46;8;2018;49,91;4,1
furniture1;furniture_decor;1;38,4;850;3,7;5;7;2017;75;4,1
furniture1;furniture_decor;8;307,2;850;3,7;14;8;2017;75;4,1
furniture1;furniture_decor;12;460,8;850;3,7;7;9;2017;38,4;3,7
furniture1;furniture_decor;25;960,0;850;3,7;17;10;2017;75;4,1
furniture1;furniture_decor;28;1026,5;850;3,7;64;11;2017;75;4,1
furniture1;furniture_decor;2;76,8;850;3,7;125;1;2018;70;4,1
furniture1;furniture_decor;9;345,6;850;3,7;52;2;2018;69,9;4,1
furniture1;furniture_decor;17;601,8;850;3,7;83;3;2018;69,9;4,1
furniture1;furniture_decor;17;595,0;850;3,7;92;4;2018;69,9;4,1
furniture1;furniture_decor;11;385,0;850;3,7;95;5;2018;69,9;4,1
furniture1;furniture_decor;13;455,0;850;3,7;18;6;2018;89,9;4,1
furniture1;furniture_decor;10;350,0;850;3,7;22;7;2018;89,9;4,1
furniture1;furniture_decor;16;560,0;850;3,7;19;8;2018;103;4,1
health2;health_beauty;6;1950,0;400;4,2;82;8;2017;23;4,3
health2;health_beauty;11;3575,0;400;4,2;89;9;2017;23,99;4,3
health2;health_beauty;2;650,0;400;4,2;81;10;2017;23,99;4,3
health2;health_beauty;12;3900,0;400;4,2;139;11;2017;23,99;4,3
health2;health_beauty;6;1950,0;400;4,2;112;12;2017;23,99;4,3
health2;health_beauty;10;3250,0;400;4,2;98;1;2018;23,99;4,3
health2;health_beauty;23;747,5;400;4,2;126;2;2018;23,99;4,3
health2;health_beauty;28;912,5;400;4,2;169;3;2018;23,99;4,3
health2;health_beauty;21;693,0;400;4,2;118;4;2018;33;4,2
health2;health_beauty;19;627,0;400;4,2;159;5;2018;23,99;4,3
health2;health_beauty;16;528,0;400;4,2;131;6;2018;23,99;4,3
health2;health_beauty;13;429,0;400;4,2;113;7;2018;23,99;4,3
health2;health_beauty;28;924,0;400;4,2;127;8;2018;23,99;4,3
garden1;garden_tools;1;100,0;5950;4,3;3;2;2017;99,99;4,3
garden1;garden_tools;5;500,0;5950;4,3;21;3;2017;99,99;4,3
garden1;garden_tools;4;440,0;5950;4,3;34;5;2017;59,9;4,1
garden1;garden_tools;6;659,9;5950;4,3;26;6;2017;59,9;4,1
garden1;garden_tools;1;120,0;5950;4,3;74;7;2017;59,9;4,1
garden1;garden_tools;2;240,0;5950;4,3;113;8;2017;59,9;4,1
garden1;garden_tools;7;735,0;5950;4,3;115;9;2017;59,9;4,1
garden1;garden_tools;17;162,0;5950;4,3;146;10;2017;59,9;4,1
garden1;garden_tools;28;252,0;5950;4,3;339;11;2017;52;4,1
garden1;garden_tools;27;243,0;5950;4,3;184;12;2017;55,1;4,1
garden1;garden_tools;11;1405,0;5950;4,3;137;1;2018;49,9;4,1
garden1;garden_tools;7;840,0;5950;4,3;160;2;2018;51;4,1
garden1;garden_tools;6;660,0;5950;4,3;116;3;2018;53,9;4,1
garden1;garden_tools;5;550,0;5950;4,3;111;4;2018;53,9;4,1
garden1;garden_tools;2;220,0;5950;4,3;102;5;2018;53;4,1
garden1;garden_tools;6;539,9;5950;4,3;58;6;2018;49,9;4,1
garden1;garden_tools;7;699,9;5950;4,3;54;7;2018;49,91;4,1
garden1;garden_tools;6;589,9;5950;4,3;46;8;2018;49,91;4,1
cool1;cool_stuff;7;599,9;1200;4,2;7;2;2017;86;4,2
cool1;cool_stuff;14;140,0;1200;4,2;22;3;2017;99,99;4,2
cool1;cool_stuff;17;170,0;1200;4,2;33;4;2017;99,99;4,2
cool1;cool_stuff;22;220,0;1200;4,2;58;5;2017;99,99;4,2
cool1;cool_stuff;14;140,0;1200;4,2;42;6;2017;99,99;4,2
cool1;cool_stuff;11;110,0;1200;4,2;42;7;2017;99,99;4,2
cool1;cool_stuff;14;140,0;1200;4,2;39;8;2017;99,99;4,2
cool1;cool_stuff;3;300,0;1200;4,2;10;9;2017;99,99;4,2
cool1;cool_stuff;2;200,0;1200;4,2;33;10;2017;99,99;4,2
cool1;cool_stuff;4;400,0;1200;4,2;42;11;2017;99,99;4,2
cool1;cool_stuff;3;300,0;1200;4,2;38;12;2017;99,99;4,2
cool1;cool_stuff;3;300,0;1200;4,2;102;1;2018;99,99;4,2
cool1;cool_stuff;1;100,0;1200;4,2;20;2;2018;99,99;4,2
cool1;cool_stuff;2;200,0;1200;4,2;45;3;2018;99,99;4,2
cool1;cool_stuff;3;269,6;1200;4,2;18;4;2018;90;4,2
computers4;computers_accessories;3;480,0;6550;4,2;3;2;2017;159,99;4,2
computers4;computers_accessories;3;480,0;6550;4,2;3;3;2017;159,99;4,2
computers4;computers_accessories;5;700,0;6550;4,2;5;4;2017;139,99;4,2
computers4;computers_accessories;3;480,0;6550;4,2;15;6;2017;159,99;4,2
computers4;computers_accessories;6;839,9;6550;4,2;17;7;2017;139,99;4,2
computers4;computers_accessories;7;1019,9;6550;4,2;15;8;2017;146;4,2
computers4;computers_accessories;11;168,0;6550;4,2;15;9;2017;151,99;4,2
computers4;computers_accessories;17;263,0;6550;4,2;31;10;2017;155;4,2
computers4;computers_accessories;18;270,0;6550;4,2;36;11;2017;149,99;4,2
computers4;computers_accessories;23;345,0;6550;4,2;35;12;2017;149,99;4,2
computers4;computers_accessories;43;674,7;6550;4,2;152;1;2018;157;4,2
computers4;computers_accessories;31;461,9;6550;4,2;202;2;2018;149;4,2
computers4;computers_accessories;44;598,6;6550;4,2;127;3;2018;136;4,2
computers4;computers_accessories;56;676,4;6550;4,2;107;4;2018;121;4,2
computers4;computers_accessories;25;297,5;6550;4,2;78;5;2018;119;4,2
computers4;computers_accessories;27;308,7;6550;4,2;66;6;2018;114;4,2
computers4;computers_accessories;9;1079,9;6550;4,2;43;7;2018;119,99;4,2
computers4;computers_accessories;10;1199,9;6550;4,2;18;8;2018;119,99;4,2
watches7;watches_gifts;2;678,0;363;3,7;48;8;2017;161;4,2
watches7;watches_gifts;1;339,0;363;3,7;54;9;2017;149;4,2
watches7;watches_gifts;10;3461,6;363;3,7;43;10;2017;134,9;4,2
watches7;watches_gifts;9;3111,4;363;3,7;91;11;2017;133;4,2
watches7;watches_gifts;11;3836,8;363;3,7;73;12;2017;149;4,2
watches7;watches_gifts;1;339,9;363;3,7;59;1;2018;33,99;3,7
watches7;watches_gifts;5;1735,0;363;3,7;90;2;2018;128;4,2
watches7;watches_gifts;6;1847,0;363;3,7;125;3;2018;117;4,2
watches7;watches_gifts;6;1684,0;363;3,7;178;4;2018;106;4,2
watches7;watches_gifts;23;5956,3;363;3,7;260;5;2018;104;4,2
watches7;watches_gifts;4;983,6;363;3,7;93;6;2018;119;4,2
watches7;watches_gifts;45;7651,3;363;3,7;122;7;2018;118;4,2
computers3;computers_accessories;15;2715,7;922;4,2;11;5;2017;178;4,2
computers3;computers_accessories;15;2247,7;922;4,2;15;6;2017;159,99;4,2
computers3;computers_accessories;4;584,8;922;4,2;17;7;2017;139,99;4,2
computers3;computers_accessories;13;1884,5;922;4,2;15;8;2017;146;4,2
computers3;computers_accessories;12;1656,9;922;4,2;15;9;2017;151,99;4,2
computers3;computers_accessories;16;2206,4;922;4,2;31;10;2017;155;4,2
computers3;computers_accessories;18;2482,2;922;4,2;36;11;2017;149,99;4,2
computers3;computers_accessories;2;269,8;922;4,2;35;12;2017;149,99;4,2
computers3;computers_accessories;5;665,0;922;4,2;152;1;2018;157;4,2
computers3;computers_accessories;3;398,9;922;4,2;202;2;2018;149;4,2
health4;health_beauty;1;29,9;250;4,5;81;10;2017;23,99;4,3
health4;health_beauty;6;179,4;250;4,5;139;11;2017;23,99;4,3
health4;health_beauty;6;179,4;250;4,5;112;12;2017;23,99;4,3
health4;health_beauty;15;448,5;250;4,5;98;1;2018;23,99;4,3
health4;health_beauty;16;478,4;250;4,5;126;2;2018;23,99;4,3
health4;health_beauty;11;328,9;250;4,5;169;3;2018;23,99;4,3
health4;health_beauty;22;657,8;250;4,5;118;4;2018;29,9;4,5
health4;health_beauty;22;657,8;250;4,5;159;5;2018;23,99;4,3
health4;health_beauty;7;209,3;250;4,5;131;6;2018;23,99;4,3
health4;health_beauty;18;538,2;250;4,5;113;7;2018;23,99;4,3
health4;health_beauty;13;388,7;250;4,5;127;8;2018;23,99;4,3
watches1;watches_gifts;5;1205,0;4338;3,8;6;3;2017;24;3,8
watches1;watches_gifts;3;766,8;4338;3,8;3;4;2017;25,561;3,8
watches1;watches_gifts;5;925,0;4338;3,8;17;6;2017;163;4,2
watches1;watches_gifts;10;1973,8;4338;3,8;29;7;2017;162;4,2
watches1;watches_gifts;15;2698,5;4338;3,8;48;8;2017;161;4,2
watches1;watches_gifts;20;3291,4;4338;3,8;54;9;2017;149;4,2
watches1;watches_gifts;4;930,0;4338;3,8;43;10;2017;134,9;4,2
watches1;watches_gifts;18;3139,8;4338;3,8;91;11;2017;133;4,2
watches1;watches_gifts;5;929,8;4338;3,8;73;12;2017;149;4,2
watches1;watches_gifts;2;398,0;4338;3,8;59;1;2018;199;3,8
watches1;watches_gifts;6;1092,0;4338;3,8;90;2;2018;128;4,2
watches1;watches_gifts;32;4860,1;4338;3,8;125;3;2018;117;4,2
watches1;watches_gifts;9;1351,2;4338;3,8;178;4;2018;106;4,2
watches1;watches_gifts;32;4241,0;4338;3,8;260;5;2018;104;4,2
watches1;watches_gifts;15;2073,3;4338;3,8;93;6;2018;119;4,2
watches1;watches_gifts;2;310,0;4338;3,8;122;7;2018;118;4,2
watches1;watches_gifts;11;160,1;4338;3,8;61;8;2018;112;4,2
computers2;computers_accessories;1;109,9;180;3,5;36;11;2017;149,99;4,2
computers2;computers_accessories;12;131,9;180;3,5;35;12;2017;149,99;4,2
computers2;computers_accessories;29;283,2;180;3,5;152;1;2018;157;4,2
computers2;computers_accessories;71;558,2;180;3,5;202;2;2018;149;4,2
computers2;computers_accessories;27;218,7;180;3,5;127;3;2018;136;4,2
computers2;computers_accessories;13;1042,9;180;3,5;107;4;2018;121;4,2
computers2;computers_accessories;11;876,9;180;3,5;78;5;2018;119;4,2
computers2;computers_accessories;10;789,0;180;3,5;66;6;2018;114;4,2
computers2;computers_accessories;7;545,3;180;3,5;43;7;2018;119,99;4,2
computers2;computers_accessories;2;155,8;180;3,5;18;8;2018;119,99;4,2
bed4;bed_bath_table;29;1331,1;800;4,2;50;10;2017;89,9;3,9
bed4;bed_bath_table;32;1421,7;800;4,2;97;11;2017;89,9;3,9
bed4;bed_bath_table;12;550,8;800;4,2;41;12;2017;88;3,9
bed4;bed_bath_table;19;872,1;800;4,2;62;1;2018;86,9;3,9
bed4;bed_bath_table;16;734,4;800;4,2;62;2;2018;86,9;3,9
bed4;bed_bath_table;8;383,2;800;4,2;43;3;2018;86,9;3,9
bed4;bed_bath_table;7;335,3;800;4,2;34;4;2018;85;3,9
bed4;bed_bath_table;2;95,8;800;4,2;57;5;2018;84;3,9
bed4;bed_bath_table;4;191,6;800;4,2;43;6;2018;79,9;3,9
bed4;bed_bath_table;2;95,8;800;4,2;26;7;2018;78;3,9
bed5;bed_bath_table;1;215,0;9750;4,4;57;5;2017;89,9;3,9
bed5;bed_bath_table;10;209,0;9750;4,4;61;6;2017;89,9;3,9
bed5;bed_bath_table;59;1209,5;9750;4,4;123;7;2017;89,9;3,9
bed5;bed_bath_table;52;1037,5;9750;4,4;90;8;2017;89,9;3,9
bed5;bed_bath_table;32;522,2;9750;4,4;54;9;2017;89,9;3,9
